task,lookback,horizon,val_loss,test_loss_mae_scaled
ENERGY,24,12,0.0922928899526596,0.0999482199549675
ENERGY,24,24,0.1339576244354248,0.13783685863018036
ENERGY,24,72,0.18022428452968597,0.17935866117477417
WEATHER,24,12,0.11249817907810211,0.11489971727132797
WEATHER,24,24,0.1394040286540985,0.13577234745025635
WEATHER,24,72,0.18373233079910278,0.17416447401046753
