task,lookback,horizon,MAE,RMSE,sMAPE,BASE_MAE,BASE_RMSE,BASE_sMAPE,Params,Train_Wall_Sec,Train_CPU_Sec,Avg_CPU_Usage_Pct,Peak_RAM_MB,Infer_Wall_Sec,Infer_CPU_Sec,Infer_Avg_CPU_Pct,Latency_ms_per_sample,Size_MB,Train_Params,Deploy_Params,Train_Size_MB,Deploy_Size_MB
WEATHER,24,12,11.177294393768191,35.51699116879367,66.0063437542729,39.50533679371525,128.05605265187893,56.39579430511263,1184512,524.4414281845093,521.13,99.36857997737276,643.40625,1.2166986465454102,1.2200000000000273,100.27133698751048,0.1394656862156591,4.292821884155273,327496,1184512,1.252964973449707,4.292821884155273
WEATHER,24,24,12.148398127026578,37.478088100808165,68.1510820031357,38.44757050083864,125.17467111274765,58.00116194723755,1258240,502.8704741001129,499.29,99.28799277656536,670.578125,1.2671594619750977,1.2699999999999818,100.2241657905041,0.1454498923295566,4.553406715393066,336784,1258240,1.288426399230957,4.553406715393066
WEATHER,24,72,13.89636329271686,40.8412785278144,71.03086499965045,39.78598080325433,126.85589146155344,62.48366789595262,1553152,513.922824382782,510.5899999999999,99.35149321558453,751.79296875,1.2239813804626465,1.2200000000000273,99.6747188702238,0.1412720891577385,5.596680641174316,373936,1553152,1.430150032043457,5.596680641174316
WEATHER,72,12,12.338807263017756,38.05420909357802,69.38937751790203,39.632072855009554,128.35081553602237,56.42109658490906,1184512,1697.2491581439972,1686.63,99.37433121748548,768.92578125,3.3145201206207275,3.259999999999991,98.3551126969618,0.3820332089235509,4.293296813964844,327496,1184512,1.252964973449707,4.293296813964844
WEATHER,72,24,11.73889326109616,36.418450911884825,67.68184509698247,38.56908919882533,125.46555427592766,58.02836849586852,1258240,1522.678816318512,1509.0300000000002,99.10363129950731,783.26953125,3.1594669818878174,3.160000000000082,100.01687050744066,0.3646660874755099,4.553918838500977,336784,1258240,1.288426399230957,4.553918838500977
WEATHER,72,72,12.977114582743326,39.31656241069992,69.91108587458696,39.91104841772916,127.15914306320045,62.46050476487576,1553152,1472.2221148014069,1461.45,99.26830912991278,867.53125,3.152017593383789,3.1399999999998727,99.61873330246816,0.3658330540139031,5.598578453063965,373936,1553152,1.430150032043457,5.598578453063965
WEATHER,168,12,14.550188702967523,75.33921894752551,72.66661360980791,39.92090424394347,128.96929969543163,56.47545387099709,2050816,5210.97647023201,5120.92,98.27179280608036,1023.0078125,6.7873711585998535,6.699999999999818,98.712739342546,0.7910688996037125,7.33537483215332,327496,2050816,1.252964973449707,7.33537483215332
WEATHER,168,24,14.938592469469045,43.53139164219405,71.82354603635945,38.84029604099448,126.06530647501114,58.03366037188056,1258240,5506.342036724091,5478.84,99.50053889604628,1046.0390625,6.603230953216553,6.5600000000004,99.34530605513513,0.7706852186293829,4.554695129394531,336784,1258240,1.288426399230957,4.554695129394531
WEATHER,168,72,15.45841903912111,62.07235078379482,73.938461446383,40.17272868357136,127.76201798530056,62.40049992254385,1553152,4005.564582824707,3985.03,99.48734860217318,1124.34375,6.424980163574219,6.369999999999891,99.1442749677885,0.7541056530016689,5.620267868041992,373936,1553152,1.430150032043457,5.620267868041992
