lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,0.98676221668475,0.9871956527851792,0.9866364681278288,0.9873990632141186
72,0.9870683534216866,0.986484129239478,0.9873852344414678,0.9879531096785054
168,0.9873344860813924,0.9861164846893852,0.981988403289532,0.9828805492534112
