lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,0.9875289661454112,0.9870088845469932,0.9758544672484312,0.97630786282296
72,0.9876783283212816,0.9873352183016296,0.9509931507102328,0.951063490771518
168,0.9881345226241856,0.9870370074355134,0.9568155091502144,0.9584743313168916
