lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,11.595548321257644,10.390210183077492,12.148398127026578,10.28676049125994
72,11.48886615365834,11.087685457148226,11.73889326109616,10.138128978011355
168,11.51490178942299,11.568825557400432,14.938592469469045,13.281484134928856
