lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,39.00939697187293,39.31292588369172,40.8412785278144,39.67064670762213
72,39.633701736969016,42.57635835060173,39.31656241069992,38.60445670991936
168,39.756288516097,41.39027668726573,62.07235078379482,53.11649040548609
