lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,60.94585019884301,60.68185002384445,73.1017628710132,51.308315037668976
72,60.94934855133335,61.07363754647503,76.31325003816136,54.52784623768247
168,61.48507364332138,60.91263853188023,80.83322543299158,58.98025882237318
