lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,276.7047125856902,273.33815963376856,383.8054245476001,370.8048413229136
72,269.53164379337136,285.0210763869348,469.7961684191212,463.6638989033007
168,261.9333688410612,280.39430659507354,448.89135490159725,431.6569131858726
