lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,0.9811371722722894,0.9803673888123152,0.9697363418706496,0.9701663618643308
72,0.9815301865345925,0.979869346605139,0.9583736949967452,0.9584198788868532
168,0.9819394936075704,0.9804003349202232,0.9564516227013496,0.957557071835054
