lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,66.81573419123235,66.78309421930392,68.1510820031357,43.29924000536373
72,67.28957470641538,67.14088417996635,67.68184509698249,43.29225430487353
168,66.93452332630342,67.41581447332517,71.82354603635945,53.453427941282136
