lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,37.29969270713845,36.68397096939873,37.478088100808165,36.39303015661002
72,36.86587390624414,37.6894357004304,36.418450911884825,35.589292552601286
168,36.48455286604263,38.19859081789228,43.53139164219405,42.43960738017287
