lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,33.62889448808414,33.96504429014998,35.51699116879367,34.47886403832399
72,33.55041499049454,34.6888279277633,38.05420909357802,37.12278887336706
168,33.799950579390114,34.55312506718905,75.3392189475255,67.28684379754273
