lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,69.39758578454914,69.13825945029161,79.920070947428,58.052488786237056
72,69.07378688329632,69.9303073199164,75.13671381619524,53.38284099254946
168,68.91037309403148,69.86228228697645,78.41527338426677,56.64066280614048
