lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,12.771481023952,12.114375880809888,13.89636329271686,11.894584945565176
72,12.96293852518527,13.765999271912632,12.977114582743324,11.436178194554044
168,13.101601223184028,13.142123723656418,15.45841903912111,13.456711060245702
