lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,69.26109624801991,69.10053099074405,71.03086499965045,48.50955099973776
72,69.68900203313886,70.24738432092666,69.91108587458696,48.061049813126125
168,69.66119886497562,70.1587811529142,73.938461446383,54.59283726850924
