lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,65.62368883938952,64.97017941143481,75.06379260345958,53.24619481580304
72,65.41523316681246,66.09679443133729,76.72921667853824,54.86003349838254
168,65.62757203105473,65.82821885445381,81.66785166299509,59.87681138972395
