lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,64.49517351259104,64.54989221080368,66.00634375427289,39.84362722737191
72,64.70008205262562,65.07365931998689,69.38937751790203,45.12726135962985
168,64.71323334271274,65.10849320907901,72.66661360980791,52.64803912378279
