lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,547.4509656661699,561.6823274695053,625.4957790696755,618.5864059437496
72,526.2402285040773,551.6475090862875,630.9895069090356,630.5756495760494
168,506.4382007544512,542.314183894865,658.4953048339797,654.5056310197604
