lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,216.21543536006544,221.26859659482548,340.2349606668041,325.31910899915204
72,214.630731284492,222.6255500729169,506.40212843665057,498.9753018741153
168,211.10024223142813,224.03685877002528,453.23263877929617,432.4902549516382
