lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,0.9855240999048503,0.9852979519171806,0.9841347212390592,0.9850311784929894
72,0.9850570488356468,0.9827557572195098,0.9853025973254828,0.9858301776634708
168,0.984964468982696,0.9837031464522422,0.9633897195723404,0.973191938381097
