lookback,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
24,359.9333301898348,367.3618527682941,501.049253178002,496.3227041221942
72,357.7714258240174,362.7184857096352,713.9637225966042,713.451158678571
168,351.085944667722,366.9640088048196,670.0416922723128,657.0467059187878
