task,lookback,horizon,val_loss,test_loss_mae_scaled
ENERGY,168,12,0.08414367586374283,0.09023705124855042
ENERGY,168,24,0.12222889810800552,0.12389855086803436
ENERGY,168,72,0.15838539600372314,0.15785205364227295
WEATHER,168,12,0.1096084713935852,0.11175525933504105
WEATHER,168,24,0.13508042693138123,0.13309220969676971
WEATHER,168,72,0.1799193173646927,0.1733236312866211
