task,lookback,horizon,MAE,RMSE,sMAPE,BASE_MAE,BASE_RMSE,BASE_sMAPE,Params,Train_Params,Deploy_Params,Train_Size_MB,Deploy_Size_MB,Train_Wall_Sec,Train_CPU_Sec,Avg_CPU_Usage_Pct,Peak_RAM_MB,Infer_Wall_Sec,Infer_CPU_Sec,Infer_Avg_CPU_Pct,Latency_ms_per_sample,Size_MB
ENERGY,72,12,214.63072204589844,357.77142333984375,60.94934844970703,529.033447265625,855.05517578125,71.33252716064453,54020,54020,54020,0.7987556457519531,0.7987556457519531,735.4381468296051,1105.13,150.26824550291508,998.1796875,7.720415830612183,9.669999999999845,125.25232075787132,0.8824340873942373,0.7987556457519531
ENERGY,72,24,269.5316467285156,438.1087341308594,65.41522979736328,582.3920288085938,910.6978149414062,74.27828979492188,56360,56360,56360,0.8255348205566406,0.8255348205566406,704.7534205913544,1072.2700000000002,152.14825053282678,1183.2109375,7.466366529464722,9.289999999999964,124.42464434793803,0.8545686768301158,0.8255348205566406
ENERGY,72,72,337.3047180175781,526.240234375,69.07379150390625,686.125244140625,1039.2296142578125,80.29064178466797,65720,65720,65720,0.9326534271240234,0.9326534271240234,500.5833806991577,747.6800000000003,149.36173049846886,1284.421875,7.764023542404175,9.590000000000146,123.5184302008253,0.8935462702732392,0.9326534271240234
WEATHER,72,12,10.11081314086914,33.5504150390625,64.70008850097656,39.45635223388672,127.92732238769531,56.39146423339844,56168,56168,56168,0.8233375549316406,0.8233375549316406,767.9467504024506,1153.15,150.1601509994905,1378.42578125,7.776353359222412,9.86999999999989,126.92324466318787,0.8888276785029617,0.8233375549316406
WEATHER,72,24,11.488865852355957,36.865875244140625,67.28958129882812,38.39455795288086,125.04253387451172,57.98476791381836,60848,60848,60848,0.8768978118896484,0.8768978118896484,732.0544784069061,1102.6999999999998,150.63086594315916,1412.703125,10.25349736213684,9.530000000000655,92.94389673509987,1.1735718624398352,0.8768978118896484
WEATHER,72,72,12.96293830871582,39.63370132446289,69.68900299072266,39.72954177856445,126.7149658203125,62.46107864379883,79568,79568,79568,1.0911312103271484,1.0911312103271484,432.71799063682556,641.46,148.23973439513608,1482.46875,7.576566219329834,9.460000000000036,124.85867246649363,0.8719721739359919,1.0911312103271484
