task,lookback,horizon,MAE,RMSE,sMAPE,BASE_MAE,BASE_RMSE,BASE_sMAPE,Params,Train_Wall_Sec,Train_CPU_Sec,Avg_CPU_Usage_Pct,Peak_RAM_MB,Infer_Wall_Sec,Infer_CPU_Sec,Infer_Avg_CPU_Pct,Latency_ms_per_sample,Size_MB
ENERGY,24,12,216.21543884277344,359.9333190917969,60.94585037231445,529.033447265625,855.05517578125,71.33252716064453,54020,423.9080054759979,697.29,164.49087797174926,944.24609375,2.244318962097168,3.4699999999999136,154.61260447389472,0.2565229125725418,0.7987556457519531
ENERGY,24,24,276.7047119140625,442.7453918457031,65.62368774414062,582.3920288085938,910.6978149414062,74.27828979492188,56360,414.3129851818085,697.7099999999999,168.40167336146402,1099.67578125,2.036294937133789,3.4099999999998545,167.4610066457092,0.23306569041247444,0.8255348205566406
ENERGY,24,72,353.7128601074219,547.4509887695312,69.3975830078125,686.125244140625,1039.2296142578125,80.29064178466797,65720,354.9595727920532,604.1300000000001,170.19684671356052,1209.33984375,2.050614356994629,3.3899999999998727,165.31631061864996,0.2360011919662365,0.9326534271240234
WEATHER,24,12,9.993629455566406,33.6288948059082,64.49517822265625,39.45635223388672,127.92732238769531,56.39146423339844,56168,412.26088762283325,699.6299999999999,169.70564538251156,1303.625,2.149754762649536,3.480000000000018,161.87892965572397,0.24571434022740155,0.8233375549316406
WEATHER,24,24,11.595548629760742,37.2996940612793,66.81574249267578,38.39455795288086,125.04253387451172,57.98476791381836,60848,415.6512224674225,705.1000000000004,169.63741759601442,1342.0,2.1421244144439697,3.4900000000002365,162.92237633200844,0.2451784839697802,0.8768978118896484
WEATHER,24,72,12.771480560302734,39.009395599365234,69.26110076904297,39.72954177856445,126.7149658203125,62.46107864379883,79568,337.55673933029175,504.07000000000016,149.32896940528238,1428.5859375,2.0712344646453857,3.4400000000000546,166.08452875416083,0.23837431978885784,1.0911312103271484
