horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,58.54187018377357,61.42478575002407,68.0768674287563,41.8716695723646
2,61.127249003512304,61.92997723645903,68.40467570490904,42.657564314501975
3,62.71170754736629,63.01165020756349,68.77181658601023,43.535364372233175
4,63.72081020156053,63.8846798267937,69.0531234035827,44.18109846298491
5,64.59307459229699,64.59393490285863,69.29008466570636,44.756769725086286
6,65.39478552029266,65.23285366751452,69.54101845969485,45.48846431381834
7,65.8859605044633,65.76165973565477,69.67352233009329,46.00681173420509
8,66.08327875224983,66.21808080974985,69.81557575732973,46.23691817686175
9,66.41951076879863,66.6335297520761,69.9800480000855,46.48546545492388
10,66.76005413699639,66.97758461289212,70.00655509383427,46.56220524250619
11,67.35707488054071,67.34676273977277,69.97578280816174,46.58381646842911
12,67.80560853965628,67.8684125984836,70.08345997666049,47.16098847764293
