horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,7.309100672643813,7.734736964799614,8.352845030163728,6.515023753216833
2,7.768430780994083,7.805467782073663,9.44786192138779,7.668604325189331
3,8.805768953372082,8.261091197654618,10.184269967759128,8.442908837918244
4,9.678347782191167,8.714019248181076,10.715535327158742,8.982374138844444
5,10.28458973846374,9.098379702308454,11.082766620532656,9.349112840462682
6,10.609883811103847,9.439527841189989,11.435852332684506,9.678722928621776
7,10.674768849079538,9.765669043120912,11.74077147852628,9.970911096276366
8,10.647309683131304,10.073538700225606,11.90204020239092,10.133568205909052
9,10.703412279641078,10.387231524536666,12.055300453536022,10.286885306848694
10,10.89682972680671,10.6507686478019,12.202979440086043,10.386858642214042
11,10.9513513939992,10.83866376909129,12.348547841784423,10.512779438186952
12,11.593758699743798,11.095093437825078,12.658762109208064,10.774471056866796
