horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,23.996620524542774,26.833900797057314,57.8746912912071,47.79191223354597
2,27.754447850802134,28.557668698001343,62.518597403395525,57.803701328644784
3,30.82339378563513,30.868498141548635,73.91151704474738,68.56710975515729
4,32.7320600793535,32.61352197456894,82.09117181836805,79.45635827828363
5,34.25001511663626,33.901291352546,73.33374643083056,68.35514441090169
6,35.063162348342715,34.99637551912044,76.08645780895833,67.88342592437253
7,35.641012395860386,35.86339611839447,75.0688473611599,57.82337369976706
8,35.8744104094648,36.54106244587821,70.30672146936237,54.89071890387557
9,36.25057062093377,37.17904004884831,70.15602549045099,54.813093584151936
10,36.533447492256215,37.80488527444471,75.07112037633544,64.5626454357156
11,36.64993643268969,38.22697168538682,73.47552314643436,68.43232991360604
12,37.28089193820934,38.81557344529381,104.64463340063077,100.98130006969772
