horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,25.599792635902105,48.50290620637053,43.84774586210196,42.4054339045172
2,29.740459964045264,35.190189999268654,43.92237406229463,42.72095157348527
3,32.08402394236945,34.79333007240891,43.87332467553203,42.78276712123335
4,33.57844396821178,35.18156440988213,43.79790661424435,42.69193655175457
5,34.63995195098185,35.34146742440596,43.76446805452323,42.751383459385615
6,35.81136880092466,35.79249818035717,43.65402255128608,42.78961762936988
7,36.52909217951117,36.25023891333614,43.87918177967882,43.06478615797354
8,36.62237957229152,36.56391953143707,43.927431375183,43.103748118279945
9,37.04976572147133,36.73608826740948,43.68384756620764,42.88713514106768
10,36.85133592372815,36.86278458305108,43.22441550097164,42.439531772564045
11,36.99740318659892,36.926828111096505,42.8559111779315,42.04455494164503
12,37.44747394234683,37.07841442268331,42.81589305379523,42.00185543149239
13,37.84383683763176,37.298676108886326,42.78554170621148,41.897031895566
14,37.95900450401104,37.681872350269366,42.91519104730243,41.85033357355599
15,38.00014102558613,38.1941091788186,43.16934201010948,41.93868350063314
16,38.60939732493686,38.80947590857326,43.30641072434449,42.04682888184608
17,38.65056948892569,39.374221355038,43.51010501391094,42.13977135650995
18,38.44962030816572,39.78515093071138,43.43934209510142,42.01616896429572
19,38.40808690180938,39.96724424338285,43.48810406348467,42.041101569512726
20,38.00300410374295,39.91785588558943,43.60035189756493,42.18796353011175
21,38.514509464926114,39.66821707570432,43.66241260199294,42.359224929961286
22,38.45552920108146,39.37020076359634,43.63934360752084,42.43964758190035
23,38.41957466707404,39.28907347710592,43.79449217068221,42.72645196051601
24,38.11527441829057,39.80897811204365,44.15609337019012,43.17617878341301
