horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,8.405413100495295,17.28416927829345,14.81867216391418,13.21326341765943
2,9.702138279381373,12.29153489403094,14.761787667726429,13.246337360947573
3,10.21765541988606,11.162981278790005,14.760524427948104,13.271315615607875
4,10.574433690820529,10.84507004057283,14.753142916314332,13.23105295243756
5,10.819701502795844,10.616809840865647,14.793620194528282,13.230654668238255
6,11.247659332877992,10.574550224953972,14.832684123326372,13.258058300562125
7,11.614232628167194,10.707300976712691,14.961668040408256,13.350933090799222
8,11.636653049622527,10.895208382719725,14.970737236787096,13.349697226858584
9,11.544326529894036,10.991718576333666,14.90914878435033,13.306613931271334
10,11.290524856131585,10.989185085072092,14.779334399080147,13.216939005534634
11,11.285887623926152,10.925661913423372,14.73641458813056,13.191551929475
12,11.66904221294623,10.901632978950245,14.76818394312163,13.214923861276334
13,11.940585963231175,10.951929146648569,14.79203335414276,13.193132125998565
14,11.84481271598344,11.111161325629164,14.89868554173436,13.190959316032304
15,11.740433174879994,11.328717066726425,15.034946758711015,13.20890353350712
16,12.09263773819667,11.583203307392294,15.133841705784697,13.250744690819351
17,12.223253210401417,11.802040134536872,15.240425144961597,13.285825378198387
18,12.181121022499228,11.938004040650512,15.207182926308096,13.255801872453128
19,12.270409287946158,11.980154528016486,15.202614245566286,13.286508803561768
20,12.118412392421233,11.930914721413574,15.212129693622638,13.33451776485558
21,12.723251068844432,11.786486995018764,15.11011486425148,13.357724452717228
22,12.732004772786173,11.589921669321122,14.962733299211289,13.364169173096084
23,12.404372753520938,11.559876675903116,14.911828606290952,13.407696264410433
24,12.078680618496094,11.903580295634832,14.973764641036126,13.53829450197469
