horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,137.69633965981438,272.1002815723656,454.1060265591417,442.5711610074336
2,159.0250364130908,199.9610467810127,460.7145703508143,450.265280093953
3,180.16787873574813,204.7302273491284,466.866521618116,458.2860662904876
4,201.02005997262967,218.9343247736912,468.37766718006327,462.1951299478418
5,219.7534418674041,231.17359417523883,465.52300529570135,461.629353865018
6,236.27539526053172,243.5790829176232,462.7740853178327,460.1312407380914
7,248.5945836032598,255.5846806527967,461.7748765056055,459.20507467037226
8,259.8198228923164,265.537433993352,460.82359422684505,457.7718822245041
9,264.1682930729098,273.5265129036671,460.9950825963285,457.4218617735196
10,271.1431220041055,280.0238632987181,464.4742938719608,460.5366618001571
11,279.61998004483263,285.7846652886672,468.3921696242976,464.2012072127678
12,285.61302088159374,291.07020850667493,469.8291923227806,465.577606864473
13,292.08071811552753,296.23576911255924,469.9779762458939,465.9885609086916
14,297.96452475145344,301.5334406606726,468.6584767383326,465.11302757033405
15,304.90089817985114,306.8298791973645,467.0596048374424,463.9479151900064
16,306.57178404781376,311.7554328466998,467.2710951873829,464.3517404417979
17,307.66787645531275,316.1183027213825,468.2517487056096,464.9612945458107
18,311.1862199994428,319.58608349516345,468.4386805423847,463.9839026558836
19,311.6014885276773,321.8602186309755,468.0555303248128,461.7009452134142
20,312.9391636635418,323.4246005913725,468.883512167467,460.3019850464712
21,318.485302068946,324.90456487527496,473.3354255222621,462.867493237228
22,320.0749197157221,327.2011080060728,483.41079799884574,471.76130027116426
23,318.03105274532413,331.05303805319494,496.549539084433,484.5750094161616
24,324.3585283620633,337.99747288276654,510.5645692345545,498.5878726936333
