horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,59.80746327283638,64.17210816436281,60.84963196053016,31.224175785804125
2,62.02815042417309,62.94055566331232,63.11718437581547,34.62009331383605
3,63.43083821938031,63.64312281066158,64.47589749469405,37.50918166709734
4,64.36290304610951,64.23485914058016,65.3846644339307,38.85303760026535
5,65.0349505022722,64.73277392514288,66.1512981670702,39.95753103807218
6,65.53772763319415,65.3292267730856,66.77183873149355,40.78788122961495
7,66.16817703128739,65.83393632057958,67.27042454104509,41.755092772770944
8,66.39807139250054,66.24284862245102,67.73766212269663,42.30229333768918
9,66.87668234468043,66.61866908209686,68.07672884810336,42.80249668881879
10,67.23594526221926,66.94691511200405,68.3738616660913,43.45050571212485
11,67.40520121275455,67.20412212342067,68.69335276524015,43.84015328042296
12,67.62258154690034,67.39477285289517,68.84242209630041,44.10394722424247
13,67.82442028068213,67.4610214499101,68.98709505832178,44.495469063071454
14,68.10537512773713,67.58872866308874,69.16602542369948,44.8008484282884
15,68.43378192742034,67.74192244251692,69.47000148498242,45.40643968015729
16,68.32477877596199,67.88974623532667,69.61456912674333,45.915965532971256
17,68.51507465833704,68.01329883354894,69.87960291897251,46.09008557151223
18,68.56819250841723,68.13447868404054,69.95762532620454,46.13896559675199
19,68.63183463732608,68.23704074883426,70.16659526500031,46.67152254145203
20,68.41264265214774,68.32234731708967,70.35113036372557,47.111365812755245
21,68.74651671666791,68.34712438803834,70.39883138273181,47.28271359621644
22,68.76194053253444,68.37134630309326,70.54344524795277,47.91722601866295
23,68.6105254872436,68.49925049677991,70.68760270224705,48.05200377196832
24,68.73384539679252,68.89404511043405,70.65847657166427,48.09276486416244
