horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,180.20229599751883,227.90006121568783,653.1395484091105,650.0176688553693
2,226.702146427444,247.3796061223595,642.4676631773907,639.7113928919501
3,269.1106459494232,282.0140360776763,664.4256170193562,661.6086093338824
4,303.4165925686559,311.3295554464308,666.7889369431975,663.0588489858055
5,329.94849959890234,339.2498312765694,647.2815513373698,641.6047243238257
6,355.42596869540296,365.0045262544995,635.4556128614659,627.6494154426075
7,373.360043738804,386.99729345886846,634.2058818483829,623.7275858295409
8,388.1496312828022,404.6006976365144,643.1696324688181,628.9558286763698
9,400.6080430886631,418.6850870848682,658.5716033375086,640.0439406529548
10,413.7934803601544,430.62297820780606,689.076067059066,666.7467472794435
11,426.3530495474981,442.37391731398594,730.6374099025867,703.7904700750437
12,438.2315893009609,456.22633957624754,762.2405464854066,729.1415613227515
