horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,0.9959860220554362,0.993231536429672,0.9855377011346782,0.9856316471852068
2,0.9943398786346076,0.993232439886176,0.9846839123379976,0.9847830140853202
3,0.9924725654227888,0.9914424064487348,0.9824638549721249,0.9825834208624864
4,0.9904617920705232,0.9898055119917288,0.9794819445236624,0.9796131982720452
5,0.988220611925902,0.9879781292675412,0.9758693820249792,0.9760155057416736
6,0.9861582543575284,0.9860304351508824,0.972410606164498,0.9725925862722906
7,0.9843789201167163,0.9842576832049396,0.9704719291638806,0.9707053017315548
8,0.9829929227227776,0.9828374926589488,0.968771399437966,0.9690279311699452
9,0.982061186699552,0.9816872167067756,0.9675236915415932,0.9677728790935826
10,0.9811572758772366,0.9806627349805964,0.9676686418056432,0.9679485219826464
11,0.9800580651062774,0.9796803950705754,0.968787559231382,0.9691284164127976
12,0.9793777892414376,0.978710794773052,0.9693914340622258,0.9697891201263676
13,0.978699097128796,0.9778223848616232,0.9689620039280532,0.9694005649774944
14,0.9781192957529892,0.9770527656854764,0.9682222678681642,0.9686784641244172
15,0.9774988663709367,0.9764075957801844,0.9690152292615024,0.9694864230453016
16,0.9768322614181828,0.9758418536262636,0.9685873655461718,0.9690722547171132
17,0.9761633126942676,0.975353618363651,0.967816330249612,0.9683260998246668
18,0.9757318969274242,0.9749160441125264,0.9662620028301024,0.9668609386488936
19,0.9751465415878052,0.9745567363758904,0.9644913649082868,0.9651519784874184
20,0.9748983339499556,0.9742437332383164,0.9624902342934036,0.9631841604816076
21,0.9745260866855738,0.973936157092898,0.9610441756739356,0.9618352856401676
22,0.9742640468403844,0.9735797659786736,0.9613955655007898,0.9622613676319772
23,0.9739610300307848,0.9731145036895784,0.9614840000096362,0.9623976763580788
24,0.9738066201358424,0.9724557431479054,0.9608326497511076,0.9617393006695814
