horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,213.9799565490909,391.71820220429686,625.5653138977682,624.5692437416484
2,248.5257710008661,303.8776995366348,636.9119185622258,636.1123233820767
3,283.3612715788013,323.6751432371326,650.0161686644838,649.4858683070278
4,316.201911688146,349.1462519022552,657.5596454743076,657.2782978889436
5,348.23535549643543,370.3030005641944,657.4340869770191,657.3086725564134
6,375.50088266506975,389.9600704685112,654.4140569730878,654.3472562173393
7,396.20016478935065,408.119401013185,651.3450530087224,651.2784477534285
8,414.3590945053394,423.5857698232904,648.3323580697055,648.2420248988744
9,424.9165815843942,436.5832431080448,647.3594720045862,647.2415993993421
10,437.2085202131403,447.81787497444685,650.7518740604003,650.6173958301124
11,448.19847852631256,457.9448577997294,655.7986944959877,655.65618114422
12,458.7064181502526,467.526524320162,659.8402355458336,659.697455607763
13,467.0477527659021,476.50864939214046,662.8989846233746,662.7689418215576
14,475.9548136201808,484.83074992438463,662.0094560611716,661.900414857809
15,484.556842265487,492.3025421973331,659.0243264269566,658.9365017513193
16,487.79053314111184,498.97059555500425,657.6083160770796,657.5307309296915
17,492.05731470870217,504.6126423081346,657.3430921421406,657.2492191325283
18,495.9858717925374,509.1260729104703,655.8872396224069,655.7223671762844
19,499.1220992958183,512.4357294327298,652.9527617046565,652.6343344652912
20,501.9521718565297,515.066540663763,651.8920401322516,651.3415550776803
21,507.573004016893,517.5647856835022,657.5074581913802,656.7145791573312
22,509.4549773634286,520.5701372181612,672.2467907739809,671.2926998279456
23,507.14722164740726,525.1104016678141,691.3864094752074,690.4017821254075
24,513.6153276809194,532.8300334377561,711.2561253752341,710.302372358505
