horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,0.9945207262369036,0.993148424431798,0.9681610126051494,0.9782884570787456
2,0.9926702213340384,0.9922398310092292,0.9628463441823712,0.9682389831581104
3,0.9909595646808778,0.9909330873008662,0.9480710860524691,0.9553093476616756
4,0.9898052371920804,0.9898789434999188,0.9359410766158682,0.9399871796157596
5,0.9888377298908484,0.989063874751274,0.9488794678117164,0.9555849626552104
6,0.9883014052211064,0.9883459287548826,0.9449697309842248,0.956195935693036
7,0.9879126203349808,0.9877613102364476,0.9464319764113818,0.9682171394819684
8,0.9877537759161772,0.9872944052719476,0.9530128572604074,0.971359329477852
9,0.987495598888332,0.9868468568580284,0.9532141569911876,0.9714403334569096
10,0.9872996996194324,0.9864003250377886,0.9464291857511876,0.9603772068715568
11,0.987218632870506,0.9860950110550278,0.9486825823441856,0.9554854411712228
12,0.986774798552764,0.9856635468177416,0.8959095259847327,0.9030698287902552
