horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,115.72038339662905,152.34761178749204,460.0884631004275,442.52439114886295
2,141.3727081863613,153.98077637734957,452.9473724170813,438.1331382223498
3,166.45428916619255,174.0980174349899,465.2065942262517,453.1261904384058
4,188.4877480436299,191.91882057958784,459.117059734308,448.4949676816876
5,204.27898922018147,209.9016349461981,437.28402141513766,426.0285383923592
6,219.17733392160625,226.79869481436012,424.41680441934096,410.8657761658446
7,228.77849480972003,241.14732960564265,424.41906324324793,408.1344172116163
8,238.02149313411,252.3592283951104,430.3871342989751,410.6806016419097
9,245.6423660028629,261.1979287246679,437.3044814047305,413.0160720393607
10,254.2344379776041,268.02554115388136,454.9030226286863,425.3799391736385
11,261.30787930968387,274.2619360182795,484.1364783118423,448.19228342114815
12,269.7267836085564,282.4047854027439,508.5811701515245,465.3067438824749
