horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,58.81397043388963,60.2505867107428,60.17128875082842,30.16583270731657
2,60.95797027704075,61.462320582211824,62.597736856549815,34.191934460174714
3,62.456137367911694,62.5714127337568,64.0551643942827,36.938805381380085
4,63.54228899741929,63.36967622413311,65.01237850890111,38.612733430974025
5,64.2050779464573,64.03814781713812,65.70237654867528,39.57754286772937
6,65.03519862216356,64.69114528673934,66.37609611393786,40.6840835892693
7,65.61237148038776,65.26364092674754,67.01080669214767,41.63523379016648
8,66.12515300632907,65.74565788076401,67.43648747758829,42.25768698771453
9,66.49730366236614,66.21095010693462,67.90898022575965,42.8486365408231
10,66.68970847418124,66.57695227654172,68.35685853395138,43.265204031069146
11,66.87904776907921,66.98482308844518,68.5802242534138,43.67310314901208
12,67.12785411386683,67.43339289548898,68.8677266952387,44.27272979283363
