horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,51.61691055890218,52.641557606738345,65.31522419514062,43.57243900100229
2,54.07108885650276,53.501819516628856,67.0062630081311,45.27451855559998
3,56.02377323281647,55.677532807571325,68.28552134698432,46.544573239017744
4,58.52896794695418,57.89897759045881,69.5885678754334,47.845860553347656
5,60.480443222067095,59.812817010091536,71.31370911996063,49.585589507176095
6,62.02498883938616,61.34941670077482,73.41488432637603,51.677049219465886
7,63.15935001067092,62.64544711723818,74.72661444146091,52.96764445154858
8,63.90213282411273,63.69910788424832,75.71447765777224,53.771983526797385
9,64.23256091442357,64.43478449849465,76.78500765366714,54.72781632678097
10,65.05968784871608,65.01481400530238,77.73318923630046,55.88331376941531
11,65.9299809430791,65.48218397530759,78.26774133469353,56.52694938926349
12,66.32031718848494,66.02374157327849,79.06995425623799,57.32204291261223
