horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,0.9947307303049148,0.9935286658597426,0.987764215515734,0.9885856850706504
2,0.9931536114968148,0.9923171579508232,0.9872434158778473,0.987982324084908
3,0.9916005573557684,0.9908317134644145,0.986923589782989,0.987590245990919
4,0.9901552540671308,0.9895902422508768,0.9866730235550633,0.9873308415896208
5,0.9888690623879448,0.9887267152224464,0.9864774441795848,0.9871115767357902
6,0.9883791327880824,0.9880783497200604,0.986229685706596,0.9868648263704014
7,0.988124747757702,0.9875978424036702,0.9861126536300348,0.9867262775740736
8,0.9879375047420428,0.9872306937099156,0.9859997293718704,0.9865788020186704
9,0.9876502964177708,0.9868315523144894,0.9857438905014468,0.9863588241066986
10,0.9872576173403724,0.9863735357212884,0.985386947707132,0.9860398486156144
11,0.9870002299973668,0.9860013886258234,0.985177159475653,0.9858653495613108
12,0.9866102974504064,0.9854907520868984,0.9849713512003028,0.9856611431584176
