horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,57.145744783156346,73.0850019044275,73.258831448416,51.4508448259916
2,58.7822387139071,68.74255874528536,73.29780159471348,51.52953886442011
3,60.4078247289193,66.73194521080572,73.29540471192868,51.60483439730423
4,61.725363335666295,65.98490070007938,73.32470788137074,51.62279777823324
5,63.148635028558175,65.88470476870951,73.4910844808299,51.76271074611998
6,64.26131049609177,66.0678900851924,73.75536229415191,52.018565527910575
7,65.11722271161241,66.3902271322525,74.08528947155392,52.34038122686995
8,65.45342786840915,66.71731420108412,74.39797202984602,52.64935755188405
9,66.27068073851211,67.082661647116,74.54369150511805,52.794252601059725
10,66.70314749524123,67.51987055107432,74.58125304621738,52.83430197974456
11,66.96898705683893,67.84881447991097,74.5851674126999,52.8247957999886
12,67.2081645227323,68.11638236162764,74.61593415435384,52.87352478909612
13,67.52233920647132,68.29554345964478,74.64985613043069,52.80554878141566
14,67.93290589326175,68.52112719282523,74.70866748210241,52.741720941524136
15,68.21079839749277,68.68760324701273,74.73922834293909,52.98134148350429
16,68.38871073917765,68.87620557882866,74.75503895161873,53.00638925952822
17,68.61142642476904,69.07304587370238,74.73592715295393,52.98445358891335
18,69.0019003954857,69.25310699734102,74.75502856020178,53.00403900832749
19,68.7994417014627,69.42058131548124,74.75753162986786,53.00818996502471
20,69.06463238915362,69.54139443555023,74.74576323475884,52.9987179200489
21,69.31830420539546,69.62456718992561,74.77640059564996,53.01917474855482
22,69.48629404809135,69.65146420638054,74.8879963179747,53.154740849764
23,69.21174672983298,69.67015119724516,75.11547996090869,53.39091168000687
24,69.21180456402466,69.7942008497275,75.4166713898546,53.680862025965446
25,69.43513669816606,69.98258730553812,75.54767128649377,53.77486893302047
26,69.8304816356356,70.214473542011,75.40043280458275,53.6747848638441
27,70.21042760625649,70.48247196427646,75.11161804948925,53.41719067777952
28,70.07367545565296,70.66579977681866,74.85026416148848,53.14562182027185
29,69.89033516187374,70.78242730175162,74.82639430665515,53.096832737382414
30,70.1644973987677,70.84730999220709,74.96396827315274,53.22645019133737
31,70.18266166561015,70.9764522249826,75.20956593853333,53.46400756159111
32,70.11077556388695,71.02820643590714,75.37996733619576,53.630633559781856
33,70.48477503824847,71.11216855205612,75.32746325044292,53.57710141257886
34,70.57271243960113,71.12450898443623,75.2082844308611,53.46006704736277
35,70.55248393903241,71.03711722297538,75.18026605716994,53.42469150433312
36,70.42053729439911,70.80690619802891,75.19997252054284,53.47422447205318
37,70.0851322201544,70.6635851337011,75.25295422158833,53.40344531072767
38,70.11988146063463,70.60881468933863,75.31910048278142,53.30377508053136
39,70.07886347046501,70.56173560073464,75.3524201893643,53.594873818393
40,70.16319056420237,70.55062138613654,75.35515351346575,53.6068995135973
41,70.32899465533765,70.55804029393322,75.29900735762814,53.547775502220965
42,69.98030847810877,70.54239325506576,75.27662915231524,53.52545005200191
43,70.00605694819049,70.48881614033711,75.24530772777169,53.495536925089525
44,70.38030838340383,70.44431750035503,75.2167096538016,53.46921556227679
45,70.25365205050565,70.34464694274105,75.2631667413862,53.50581388194926
46,70.21480261436473,70.26635576579969,75.36500602320658,53.63246233121218
47,70.12344635327496,70.20236723048478,75.60290725774988,53.87993793451977
48,70.23697888962924,70.2427769315385,75.87956445002386,54.14612279361896
49,70.12769996551036,70.4617448039768,75.96918460570066,54.2062769198985
50,70.33399512109384,70.58281707724015,75.85377981961527,54.13051918415614
51,70.64872050321063,70.65542990624552,75.64697953423915,53.95402599063773
52,70.87085482957947,70.76371762007815,75.47077624411213,53.75722073108879
53,70.71659210728859,70.82751819548557,75.5179459483479,53.7948116391438
54,70.41962578374793,70.8621536969201,75.70247177684453,53.96467781122759
55,70.62816161471393,70.98394706840035,75.92786147056616,54.182495908503206
56,70.92979593230775,71.01738289215783,76.04174943033837,54.292800232749
57,71.05997985397684,71.05256097026938,75.90248276709976,54.15231579284308
58,71.0580187698871,71.0877993508901,75.63667537769231,53.88836530453109
59,71.03617970930107,71.03273470214293,75.42384457844258,53.68319473897623
60,70.70337443904455,70.91396960525486,75.34446707681737,53.6176599526616
61,70.76925170157888,70.84885110568518,75.38815998853543,53.6076633826304
62,70.83899068247176,70.83635891725444,75.49173205881675,53.59835338776568
63,70.95178771249041,70.8114709992214,75.62045167191303,53.868974241220805
64,70.93171372402031,70.79747438752901,75.70859957488886,53.95921054254216
65,71.05330549304189,70.81830996834684,75.76070281739298,54.008514120045646
66,71.10020549729037,70.81195973322306,75.85674908789335,54.10466892397735
67,70.93986346670496,70.76778999364092,75.92765309558676,54.17736155793981
68,71.00894529166946,70.7596130525111,75.89432566580585,54.14674578449635
69,71.28225902087823,70.70527720311364,75.816672673962,54.0677924027403
70,71.45249436630894,70.65873647243535,75.79019699783619,54.0593686159944
71,71.34361223743915,70.77668572717812,75.95222316384512,54.23196359683467
72,71.25405961411177,71.03165988239425,76.28782437261272,54.549790872281314
