horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,0.9970940675403012,0.9953224824007226,0.9360334597721304,0.9362960361324704
2,0.9952493606090028,0.994294352222608,0.943621213314117,0.9437695346424052
3,0.993423289837498,0.9926299592125664,0.9517484846831974,0.9518137108851078
4,0.9911819646280288,0.9909706739405072,0.9565732443919116,0.9565962960435886
5,0.98940427024198,0.9892162308034144,0.9572808414821156,0.957289721231206
6,0.987453574520366,0.9874625765901368,0.9559623366742036,0.9559701441795588
7,0.98594992076077,0.9858863335338548,0.9548949830175544,0.9549089127506264
8,0.984591073064203,0.9845673937168864,0.9546396134342088,0.9546697299938676
9,0.9835479451386868,0.9834551540339488,0.9540486684094892,0.9541025515980252
10,0.9824689529978096,0.9824586566645764,0.9519171150710076,0.9519903547815504
11,0.98141413340816,0.9814605344421112,0.9487603405152626,0.9488394679673948
12,0.9803682781344738,0.9803045470539268,0.9464345787819924,0.9465125178529048
