horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,173.7282573699148,220.41209393171903,815.7027243398667,814.0268129545472
2,222.1318147953186,243.43734963915705,765.8020198195952,764.7940203342527
3,261.36486157750005,276.68001720426247,708.4616619069832,707.9826521766403
4,302.64915311198536,306.25360723951104,672.1134813736606,671.9350731294996
5,331.7653712455996,334.6962982554416,666.6215425833135,666.5522558758742
6,361.024748556759,360.8952075510754,676.8360110544778,676.7760097439815
7,382.0544738202677,382.9180404663345,684.9869145491998,684.8811345016927
8,400.10847001365227,400.4157811715998,686.9091241819968,686.6810532140036
9,413.4318165608542,414.5960740016031,691.3451594617252,690.9396999547787
10,426.774763430046,426.90007169503866,707.166861769885,706.6280792696853
11,439.4245570783304,438.8756858232322,729.9779111459246,729.4140548510343
12,451.6154558403779,452.3479086556834,746.323592267143,745.7804345698213
