horizon_step,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
1,59.17884422430088,61.76243932183093,72.58971518374226,51.977455521338136
2,61.34217753375813,62.00783958052784,72.64919688114718,52.17735697354736
3,62.815564542079386,63.03838560573495,72.62722214141189,52.150932386401664
4,63.6991775828887,63.79693469213561,72.56521291570012,52.1507765638955
5,64.48604912702197,64.51717131878533,72.57836740937441,52.44746256969685
6,65.33270276842428,65.16442567142678,72.5940350730674,52.57257470916576
7,65.79982128353296,65.74324989067986,72.62246156449493,52.53366296387889
8,66.29545049190743,66.23370095402194,72.75346535528533,52.83105520720234
9,66.45474343641786,66.65981040934969,72.84590384818573,53.2243475712156
10,66.94522031890838,67.07931470671778,72.78616315650103,53.20396370638088
11,66.91086832774926,67.42315531301865,72.72805107783515,53.33497097238109
12,67.29818047556364,67.87549104471886,72.65956871094946,53.17191034028929
