horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,60.94934855133335,61.07363754647503,76.31325003816136,54.52784623768247
24,65.41523316681246,66.09679443133729,76.72921667853824,54.86003349838254
72,69.07378688329632,69.9303073199164,75.13671381619524,53.38284099254946
