horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,60.94585019884301,60.68185002384445,73.1017628710132,51.308315037668976
24,65.62368883938952,64.97017941143481,75.06379260345958,53.24619481580304
72,69.39758578454914,69.13825945029161,79.920070947428,58.052488786237056
