horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,0.9892891019375224,0.988549898265258,0.9862252514259274,0.9868913046290256
24,0.9870683534216866,0.986484129239478,0.9873852344414678,0.9879531096785054
72,0.9850570488356468,0.9827557572195098,0.9853025973254828,0.9858301776634708
