horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,0.9881345226241856,0.9870370074355134,0.9568155091502144,0.9584743313168916
24,0.9819394936075704,0.9804003349202232,0.9564516227013496,0.957557071835054
72,0.9753412864560655,0.9717239052846623,0.9582992103369125,0.9588029908211482
