horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,10.110812971625316,9.721398411584971,12.338807263017754,10.742035702540194
24,11.48886615365834,11.087685457148226,11.73889326109616,10.138128978011355
72,12.96293852518527,13.765999271912632,12.977114582743324,11.436178194554044
