horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,359.9333301898348,367.3618527682941,501.049253178002,496.3227041221942
24,442.7453781153701,451.6891618169512,561.0095691616388,557.0095827023075
72,547.4509656661699,561.6823274695053,625.4957790696755,618.5864059437496
