horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,0.9876783283212816,0.9873352183016296,0.9509931507102328,0.951063490771518
24,0.9815301865345925,0.979869346605139,0.9583736949967452,0.9584198788868532
72,0.9733752468095082,0.9707422567704544,0.961726447735074,0.9617766374626072
