horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,64.70008205262562,65.07365931998689,69.38937751790203,45.12726135962985
24,67.28957470641538,67.14088417996635,67.68184509698249,43.29225430487353
72,69.68900203313886,70.24738432092666,69.91108587458696,48.061049813126125
