horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,351.085944667722,366.9640088048196,670.0416922723128,657.0467059187878
24,433.2270830856644,451.3100057229118,672.8722754165672,664.2771520884625
72,506.4382007544512,542.314183894865,658.4953048339797,654.5056310197604
