horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,214.630731284492,222.6255500729169,506.40212843665057,498.9753018741153
24,269.53164379337136,285.0210763869348,469.7961684191212,463.6638989033007
72,337.30470777781403,357.35720694947264,446.8078079825381,439.64287962822215
