horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,211.10024223142813,224.03685877002528,453.23263877929617,432.4902549516382
24,261.9333688410612,280.39430659507354,448.89135490159725,431.6569131858726
72,319.99235095219365,336.77619234437327,462.2978837221937,446.1552769390883
