horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,0.9892389345087303,0.9890227270325768,0.9879976296868478,0.9886890108655044
24,0.98676221668475,0.9871956527851792,0.9866364681278288,0.9873990632141186
72,0.9855240999048503,0.9852979519171806,0.9841347212390592,0.9850311784929894
