horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,33.799950579390114,34.55312506718905,75.3392189475255,67.28684379754273
24,36.48455286604263,38.19859081789228,43.53139164219405,42.43960738017287
72,39.756288516097,41.39027668726573,62.07235078379482,53.11649040548609
