horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,64.71323334271274,65.10849320907901,72.66661360980791,52.64803912378279
24,66.93452332630342,67.41581447332517,71.82354603635945,53.453427941282136
72,69.66119886497562,70.1587811529142,73.938461446383,54.59283726850924
