horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,33.55041499049454,34.6888279277633,38.05420909357802,37.12278887336706
24,36.86587390624414,37.6894357004304,36.418450911884825,35.589292552601286
72,39.633701736969016,42.57635835060173,39.31656241069992,38.60445670991936
