horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,64.49517351259104,64.54989221080368,66.00634375427289,39.84362722737191
24,66.81573419123235,66.78309421930392,68.1510820031357,43.29924000536373
72,69.26109624801991,69.10053099074405,71.03086499965045,48.50955099973776
