horizon,CNN,LSTM,dCeNN+ELM,dCeNN+ELM+ASP
12,9.993629364264196,9.488682321567406,11.177294393768191,9.391851714212937
24,11.595548321257644,10.390210183077492,12.148398127026578,10.28676049125994
72,12.771481023952,12.114375880809888,13.89636329271686,11.894584945565176
