model_label,RMSE,MAE,sMAPE,R2,Bias,NRMSE_mean
CNN,433.2270830856644,261.9333688410612,65.62757203105473,0.9819394936075704,-26.593012889581026,0.1634136686048455
LSTM,451.3100057229118,280.39430659507354,65.82821885445381,0.9804003349202232,-36.22154574592946,0.1702345642566206
dCeNN+ELM,672.8722754165672,448.89135490159725,81.66785166299509,0.9564516227013496,-173.8624178569524,0.2539846143694261
dCeNN+ELM+ASP,664.2771520884625,431.6569131858726,59.87681138972395,0.957557071835054,-179.23425695760898,0.2507402704371473
