model_label,RMSE,MAE,sMAPE,R2,Bias,NRMSE_mean
CNN,611.373749508252,462.6248259876386,6.617697408118173,0.7688250209168315,28.92416284196546,0.0870074032769982
LSTM,630.6771761700944,466.4912763863314,6.662045374352882,0.7539963896940721,32.89145080290893,0.0897545624894207
dCeNN+ELM,639.7262690130534,516.2998221661478,7.541129384274349,0.7471153203989491,160.83885308873585,0.0910323147406103
dCeNN+ELM+ASP,639.7262690130534,516.2998221661478,7.541129384274349,0.7471153203989491,160.83885308873585,0.0910323147406103
