model_label,RMSE,MAE,sMAPE,R2,Bias,NRMSE_mean
CNN,718.6365894580364,556.0982372431107,84.09970421443865,0.1509540437879843,-93.81622103681602,0.8778912178275222
LSTM,746.5947064361008,593.2302426476867,86.4603132676013,0.0836057418021299,-40.23760862220342,0.9120450387184782
dCeNN+ELM,745.6601464384329,605.7568874475475,87.5636735649024,0.0840633349140715,-42.246529446889234,0.9143805196472364
dCeNN+ELM+ASP,745.659897300825,605.7552405488675,87.56367356488269,0.0840639469736879,-42.24488254820927,0.9143802141373114
