model_label,RMSE,MAE,sMAPE,R2,Bias,NRMSE_mean
CNN,94.48654099482091,59.548939748639086,120.61600543849632,0.8354159484012309,-0.940959644931044,0.5992720936875245
LSTM,95.20190109297572,55.29070757670795,119.44387794522332,0.8329143739650537,-1.3284801789082277,0.6038091985412755
dCeNN+ELM,98.90196340309326,65.03511772839539,122.0483786970608,0.8200095482807342,-5.083611994765305,0.6261050026279594
dCeNN+ELM+ASP,96.00336459039148,53.08154320843624,42.04106904469732,0.8304051937875395,-3.2668487521224647,0.6077552433835711
